,Gene,Old Human,Old Organoid,Young Human,Young Organoid
540,ADIRF,496.0,61.0,103.0,40.0
541,ADK,628.999,193.0,313.0,372.001
542,ADM,52.0,473.0,198.0,252.0
543,ADM2,21.0,67.0,345.0,102.0
544,ADM5,13.0,11.0,10.0,11.0
545,ADNP,325.0,482.001,193.0,252.0
546,ADNP2,89.0,270.0,37.0,125.0
547,ADO,59.0,144.0,59.0,64.0
548,ADORA1,5.0,49.0,8.0,24.0
549,ADORA2A,16.731,34.0,31.725,32.233
550,ADORA2A-AS1,438.0,57.0,148.0,59.0
551,ADORA2B,2.0,49.0,3.0,45.0
552,ADORA3,20.0,1.0,29.0,2.0
553,ADPGK,160.0,233.0,70.99900000000002,101.0
554,ADPGK-AS1,1.0,6.0,1.0,4.0
555,ADPRH,26.0,27.0,44.0,15.039000000000001
556,ADPRHL1,22.0,8.0,30.0,6.0
557,ADPRHL2,107.0,190.0,46.0,66.0
558,ADPRM,49.0,17.0,11.0,33.0
559,ADRA1A,1087.999,71.001,574.999,50.0
560,ADRA1B,65.001,37.0,129.001,16.0
561,ADRA1D,0.0,32.0,5.0,35.0
562,ADRA2A,3.0,42.0,3.0,28.997
563,ADRA2B,7.0,9.0,69.0,3.0
564,ADRA2C,1.0,18.0,7.0,14.0
565,ADRB1,8.0,29.0,18.0,3.0
566,ADRB2,45.0,24.0,37.0,17.0
567,ADRB3,0.0,7.0,0.0,3.0
568,ADRBK1,397.0,433.0,392.0,119.0
569,ADRBK2,12.0,114.0,58.0,41.0
570,ADRM1,709.0,663.0,579.0,151.0
571,ADSL,213.0,253.0,136.0,370.0
572,ADSS,123.0,192.0,165.0,147.97900000000004
573,ADSSL1,148.0,221.0,200.00099999999998,140.98199999999997
574,ADTRP,9.0,8.0,5.0,9.0
575,AEBP1,28.0,71.0,178.0,61.0
576,AEBP2,73.0,103.0,80.0,82.0
577,AEN,59.0,226.99900000000002,111.0,127.0
578,AES,2066.001,1129.0,578.0,391.99900000000025
579,AF064858.7,0.0,0.0,1.0,0.0
580,AFAP1,5.0,103.0,22.0,136.0
581,AFAP1-AS1,0.0,9.0,0.0,10.0
582,AFAP1L1,8.0,161.0,34.0,75.0
583,AFAP1L2,5.0,53.0,38.0,20.0
584,AFF1,800.0,313.001,102.0,303.0
585,AFF2,3.0,7.0,1.0,10.0
586,AFF3,75.0,116.0,118.0,176.0
587,AFF4,235.0,465.0,397.0,242.0
588,AFG3L1P,100.0,68.0,53.001000000000005,46.0
589,AFG3L2,729.0,455.0,482.0,328.0
590,AFM,4499.0,112.0,2448.0,297.0
591,AFMID,997.8520000000001,341.626,772.1480000000001,319.99699999999996
592,AFP,20.0,744.0,6.0,1115.0
593,AFTPH,363.0,241.00099999999998,79.99900000000002,259.001
594,AGA,76.0,111.0,234.0,134.0
595,AGAP1,139.195,218.41100000000006,107.28,149.46900000000005
596,AGAP1-IT1,4.0,15.0,5.0,6.0
597,AGAP11,10.144,13.261,5.409,2.8
598,AGAP2,4.0,15.997,36.0,13.997
599,AGAP2-AS1,2.0,18.0,12.0,43.0
600,AGAP3,495.001,285.999,257.0,125.0
601,AGAP4,139.88,104.86099999999999,100.982,54.095
602,AGAP5,97.28,31.682999999999993,90.9,32.735
603,AGAP6,268.621,74.35899999999998,115.65499999999997,37.928
604,AGAP7,2.75,18.241,10.12,3.56
605,AGAP9,125.722,55.11399999999999,81.02300000000002,53.165
606,AGBL1,0.0,0.0,0.0,1.0
607,AGBL1-AS1,0.0,0.0,0.0,0.0
608,AGBL2,15.0,9.0,11.0,8.0
609,AGBL3,10.0,11.0,6.0,8.0
610,AGBL4,31.0,1.0,8.0,0.0
611,AGBL4-IT1,5.0,0.0,0.0,1.0
612,AGBL5,143.999,216.0,24.0,74.0
613,AGBL5-AS1,0.0,0.0,1.0,1.0
614,AGER,40.0,27.0,29.0,8.0
615,AGFG1,180.0,414.0,205.99900000000002,318.0
616,AGFG2,923.0,421.0,195.0,262.0
617,AGGF1,185.0,241.0,48.0,238.0
618,AGK,149.0,58.0,65.001,113.0
619,AGL,1032.0,153.0,476.0,484.0
620,AGMAT,1042.0,503.0,850.4970000000001,689.0
621,AGMO,536.0,197.0,231.0,281.0
622,AGO1,275.0,258.0,99.0,159.39300000000003
623,AGO2,65.0,70.0,100.0,67.0
624,AGO3,57.0,46.0,56.0,50.393
625,AGO4,183.0,166.0,83.999,49.0
626,AGPAT1,498.0,554.0,92.0,89.0
627,AGPAT2,2276.0,1129.0,2823.0,240.0
628,AGPAT3,1565.0,546.999,541.0,289.999
629,AGPAT4,3.0,17.0,16.0,14.0
630,AGPAT4-IT1,0.0,2.0,3.0,6.0
631,AGPAT5,42.0,222.0,224.0,461.0
632,AGPAT6,961.0,443.0,562.0,300.0
633,AGPAT9,211.0,81.0,72.0,14.0
634,AGPS,580.0,385.0,193.0,384.0
635,AGR2,1.0,306.0,2.0,41.0
636,AGR3,0.0,2.0,0.0,0.0
637,AGRN,808.0,3557.001,321.0,1450.9989999999998
638,AGRP,1.0,12.0,0.0,6.0
639,AGT,16306.0,7588.0,32991.0,8222.0
640,AGTPBP1,59.0,117.0,47.0,140.0
641,AGTR1,181.0,48.998999999999995,609.0,15.0
642,AGTR2,0.0,1.0,0.0,4.0
643,AGTRAP,55.0,211.0,166.0,34.0
644,AGXT,36667.0,664.0,8720.0,579.0
645,AGXT2,535.001,102.0,184.0,144.0
646,AHCTF1,252.231,313.30899999999997,80.416,390.48
647,AHCTF1P1,6.132,12.234,20.305,9.434000000000001
648,AHCY,1639.0010000000002,925.0,458.0,593.9989999999998
649,AHCYL1,1220.999,893.0010000000002,593.0,918.9989999999998
650,AHCYL2,132.0,54.0,31.0,32.0
651,AHDC1,231.0,142.0,61.0,134.0
652,AHI1,56.0,63.0,161.999,43.001000000000005
653,AHNAK,2963.9979999999996,3748.0,1165.998,3481.999
654,AHNAK2,17.0,873.0,105.0,683.0
655,AHR,699.0,531.0,388.0,423.0
656,AHRR,3.0,7.0,10.0,7.0
657,AHSA1,519.0,330.0,194.0,263.0
658,AHSA2,364.0,87.99900000000002,270.0,36.001000000000005
659,AHSG,10826.0,1428.0,3199.0,579.0
660,AHSP,11.0,9.0,0.0,8.0
661,AICDA,2.0,1.0,2.0,1.0
662,AIDA,377.0,380.0,366.0,218.0
663,AIF1,48.0,8.0,236.001,4.0
664,AIF1L,2.0,75.0,6.0,30.0
665,AIFM1,1100.0,495.0,281.0,478.0
666,AIFM2,322.0,317.0,486.0,83.0
667,AIFM3,11.0,11.0,19.0,8.0
668,AIG1,1027.999,186.0,839.001,278.0
669,AIM1,356.0,171.26800000000003,61.632000000000005,205.0
670,AIM1L,1.0,100.0,2.0,22.0
671,AIM2,2.0,4.0,9.0,3.0
672,AIMP1,156.0,250.0,310.0,375.0
673,AIMP2,298.0,239.0,165.99900000000002,161.0
674,AIP,186.0,239.0,136.0,82.0
675,AIPL1,2.0,3.0,2.0,1.0
676,AIRE,0.0,1.0,0.0,0.0
677,AIRN,0.0,2.0,0.0,0.0
678,AJAP1,1.0,5.0,1.0,0.0
679,AJUBA,476.999,1014.0,1199.0,209.0010000000002
680,AK1,217.0,265.0,177.0,106.0
681,AK2,1393.0010000000002,910.9989999999998,844.999,706.0
682,AK3,1325.0,530.0,994.0,896.0
683,AK4,3176.0,1136.0,931.0,838.0
684,AK5,1.0,6.0,2.0,6.0
685,AK6,114.774,176.30599999999998,77.745,154.00600000000003
686,AK7,21.0,26.0,37.0,10.0
687,AK8,1.0,2.0,4.0,3.0
688,AK9,38.0,17.0,42.0,13.0
689,AKAP1,835.0,469.999,808.0,330.0
690,AKAP10,51.0,162.0,36.0,204.0
691,AKAP11,210.0,154.0,150.0,180.0
692,AKAP12,31.0,894.0020000000004,559.0,533.0
693,AKAP13,743.0,326.00199999999995,878.001,249.00099999999998
694,AKAP14,0.0,0.0,1.0,0.0
695,AKAP17A,348.0,272.0,234.0,184.0
696,AKAP17A-2,0.0,0.0,0.0,0.0
697,AKAP2,449.0,413.346,422.953,656.547
698,AKAP3,20.0,5.0,14.0,6.0
699,AKAP4,0.0,0.0,0.0,0.0
700,AKAP5,10.0,24.912,17.991,22.005000000000003
701,AKAP6,61.0,25.0,18.0,28.0
702,AKAP7,64.0,75.0,101.00099999999998,72.00000000000003
703,AKAP8,192.0,274.0,152.0,111.0
704,AKAP8L,404.999,337.999,495.0,92.99900000000002
705,AKAP9,940.0,328.999,261.0,582.0
706,AKIP1,74.0,79.0,37.0,58.519000000000005
707,AKIRIN1,230.0,337.0,420.0,301.71900000000005
708,AKIRIN2,167.0,199.0,60.0,104.0
709,AKNA,101.0,98.17700000000002,128.0,64.99099999999999
710,AKNAD1,1.0,1.0,0.0,3.0
711,AKR1A1,1480.0,891.0,594.0,587.9989999999998
712,AKR1B1,14.0,846.0,78.0,398.49299999999994
713,AKR1B10,910.989,517.098,2102.373,168.95300000000003
714,AKR1B15,32.813,48.468999999999994,27.936,44.187
715,AKR1C1,11687.401,2784.697,15064.307,4680.727000000001
716,AKR1C2,7085.155,1182.8450000000003,3958.9919999999993,2470.4360000000006
717,AKR1C3,2530.071,2316.0689999999995,3760.5829999999996,3911.813
718,AKR1C4,3498.6799999999994,62.39,388.118,97.663
719,AKR1C6P,192.0,30.0,49.0,15.0
720,AKR1CL1,101.0,17.0,90.0,7.0
721,AKR1D1,2625.0,79.0,146.0,51.108999999999995
722,AKR1E2,3.0,18.0,12.001000000000001,19.0
723,AKR7A2,767.2729999999999,347.40100000000007,276.517,167.07799999999997
724,AKR7A2P1,8.539,2.241,3.21,3.261
725,AKR7A3,2412.9249999999997,173.37599999999998,846.76,312.97800000000007
726,AKR7L,429.395,99.501,371.914,45.745000000000005
727,AKT1,904.0,670.2820000000002,452.0,238.29899999999998
728,AKT1S1,595.0,277.0,338.999,91.0
729,AKT2,1680.999,536.719,117.99900000000002,290.701
730,AKT3,20.0,57.0,36.0,152.99900000000002
731,AKTIP,223.0,106.999,74.0,122.00199999999995
732,AL022344.4,0.0,0.0,1.0,0.0
733,AL022476.2,1.0,1.0,3.0,0.0
734,AL109763.2,0.0,2.0,0.0,1.0
735,AL121656.5,2.0,1.0,2.0,1.0
736,AL132709.5,2.0,5.0,3.0,4.0
737,AL592528.1,0.0,2.0,0.0,1.0
738,ALAD,2968.0,261.0,746.0,254.0
739,ALAS1,2274.0,971.9989999999998,1774.0,636.0
740,ALAS2,11.0,0.0,2.0,5.0
741,ALB,1184062.0,99334.0,400051.0,312778.0
742,ALCAM,323.0,790.0,213.99900000000002,481.0
743,ALDH16A1,292.0,225.0,250.0,129.0
744,ALDH18A1,380.0,421.0,237.0,304.0
745,ALDH1A1,16863.0,5613.0,4835.0,8312.0
746,ALDH1A2,7.0,12.0,22.0,5.0
747,ALDH1A3,2.0,10.0,11.0,122.0
748,ALDH1B1,1108.0,519.0,602.989,502.0
749,ALDH1L1,19551.001,77.0,847.0,29.0
750,ALDH1L1-AS1,1.0,0.0,2.0,0.0
751,ALDH1L1-AS2,35.0,4.0,17.0,3.0
752,ALDH1L2,1.0,60.0,8.0,136.0
753,ALDH2,13063.0,875.0,2902.0,778.0
754,ALDH3A1,12.0,27.0,156.0,20.0
755,ALDH3A2,2246.0,714.0,2034.0,682.0
756,ALDH3B1,45.521,219.899,93.821,64.23200000000003
757,ALDH3B2,0.0,8.078,0.0,6.166
758,ALDH4A1,4342.0,902.0,773.0010000000002,784.0
759,ALDH5A1,1429.0,54.0,509.0,165.0
760,ALDH6A1,8078.923,399.832,458.99800000000005,332.0
761,ALDH7A1,1689.0,472.0,235.0,367.0
762,ALDH8A1,2521.0,157.00099999999998,901.0,197.0
763,ALDH9A1,2678.0,542.0,303.0,464.0
764,ALDOA,946.001,5091.174000000001,489.0,2930.6319999999996
765,ALDOB,81923.0,1713.0,14357.0,1572.0
766,ALDOC,315.0,422.2260000000001,224.99900000000002,159.93199999999996
767,ALG1,164.916,252.91000000000008,132.97500000000002,208.21400000000006
768,ALG10,41.536,15.162999999999997,23.014,89.65100000000001
769,ALG10B,67.535,62.01900000000002,38.986,23.65100000000001
770,ALG11,71.52000000000001,51.788,48.738,87.48199999999999
771,ALG12,276.0,240.0,111.0,85.0
772,ALG13,128.999,75.0,71.0,136.0
773,ALG14,123.0,109.0,115.0,107.0
774,ALG1L,21.392,10.781,3.274,9.966999999999999
775,ALG1L2,1.086,0.0,2.148,3.452
776,ALG1L9P,4.0,5.635,7.0,8.0
777,ALG2,335.0,214.0,314.0,134.0
778,ALG3,482.0,196.0,190.99900000000002,161.0
779,ALG5,133.0,151.0,163.0,207.0
780,ALG6,75.0,46.0,99.0,55.0
781,ALG8,283.0,199.0,136.0,259.0
782,ALG9,191.001,157.0,124.99900000000002,157.0
783,ALK,1.0,1.0,0.0,3.0
784,ALKBH1,50.0,70.0,47.0,79.0
785,ALKBH2,82.0,110.0,85.0,109.0
786,ALKBH3,55.0,70.0,44.0,62.0
787,ALKBH3-AS1,0.0,0.0,1.0,1.0
788,ALKBH4,94.0,90.0,17.0,40.0
789,ALKBH5,909.0,693.0,442.0,446.0
790,ALKBH6,95.999,48.0,50.0,33.0
791,ALKBH7,131.0,115.0,126.0,121.0
792,ALKBH8,64.0,28.0,58.0,47.0
793,ALLC,1.0,4.0,5.0,0.0
794,ALMS1,107.0,116.91199999999998,53.876000000000005,113.97800000000001
795,ALMS1-IT1,7.0,15.0,13.0,9.0
796,ALMS1P,6.414,2.987,5.953,4.276
797,ALOX12,6.0,6.0,2.0,2.0
798,ALOX12B,0.0,11.0,1.0,4.0
799,ALOX12P2,66.0,15.0,35.0,7.0
800,ALOX15,2.164,7.0,2.0,11.0
801,ALOX15B,2.0,25.0,2.0,11.0
802,ALOX15P1,10.0,4.46,3.0,0.0
803,ALOX5,11.0,36.0,65.0,11.0
804,ALOX5AP,8.0,5.0,27.0,3.0
805,ALOXE3,0.0,28.0,0.0,4.0
806,ALPI,0.0,142.09000000000003,2.0,16.897
807,ALPK1,71.0,89.0,81.0,50.998999999999995
808,ALPK2,62.0,215.0,211.0,71.0
809,ALPK3,40.0,427.0,754.0,240.0
810,ALPL,862.001,446.0,274.001,229.00099999999998
811,ALPP,0.0,40.18699999999999,2.0,32.865
812,ALPPL2,0.0,9.963000000000001,0.0,6.705
813,ALS2,322.001,200.00099999999998,132.0,248.0
814,ALS2CL,343.999,197.00099999999998,328.00199999999995,13.0
815,ALS2CR11,4.0,5.0,1.0,7.0
816,ALS2CR12,11.0,4.0,7.0,3.0
817,ALX1,0.0,0.0,0.0,0.0
818,ALX3,0.0,4.0,2.0,3.0
819,ALX4,0.955,7.0,1.0,16.0
820,ALYREF,208.0,445.0,105.0,78.0
821,AMACR,1480.148,209.64499999999998,410.9889999999999,356.983
822,AMBN,0.0,0.0,0.0,0.0
823,AMBP,55768.0,7753.0,19747.0,6155.0
824,AMBRA1,190.0,199.0,54.0,53.000999999999976
825,AMD1,182.0,565.0,960.0,830.0
826,AMDHD1,684.0,19.0,571.0,23.0
827,AMDHD2,152.0,125.0,113.0,65.0
828,AMELX,0.0,1.0,0.0,0.0
829,AMELY,0.0,0.0,0.0,0.0
830,AMER1,86.0,20.0,27.0,31.0
831,AMER2,3.0,1.0,2.0,2.0
832,AMER3,4.0,2.0,3.0,3.0
833,AMFR,980.001,522.0,3902.0,384.001
834,AMH,9.0,40.0,11.0,14.0
835,AMHR2,1.0,2.0,6.0,0.0
836,AMICA1,12.0,20.0,52.0,4.0
837,AMIGO1,29.0,25.0,25.0,27.0
838,AMIGO2,10.0,73.68799999999999,34.072,21.189999999999998
839,AMIGO3,25.0,71.0,44.0,40.0
840,AMMECR1,44.0,37.0,35.0,153.0
841,AMMECR1L,42.0,71.0,118.0,65.0
842,AMN,1232.0,247.0,183.0,124.0
843,AMN1,34.0,22.0,38.0,23.0
844,AMOT,116.0,23.0,22.0,17.001
845,AMOTL1,349.0,259.999,146.0,170.0
846,AMOTL2,258.0,601.999,127.0,128.0
847,AMPD1,1.0,1.0,1.0,1.0
848,AMPD2,359.0,253.99900000000002,365.999,198.99900000000002
849,AMPD3,14.0,50.0,20.0,28.0
850,AMPH,1.0,87.0,6.0,57.0
851,AMT,605.9670000000001,54.192999999999984,168.651,32.152
852,AMTN,0.0,0.0,0.0,0.0
853,AMY1A,0.0,0.0,0.0,0.0
854,AMY1B,0.0,0.0,0.0,0.0
855,AMY1C,1.339,0.0,0.0,0.0
856,AMY2A,0.0,0.0,0.0,0.0
857,AMY2B,282.20300000000003,36.647000000000006,22.619,15.952000000000002
858,AMZ1,5.0,12.0,9.0,15.0
859,AMZ2,177.77200000000005,119.54200000000003,82.02000000000001,73.22499999999997
860,AMZ2P1,27.811,10.172,19.107,12.588000000000001
861,ANAPC1,95.333,319.5,110.781,164.0100000000001
862,ANAPC10,29.999000000000002,34.001000000000005,30.0,62.99799999999999
863,ANAPC11,150.0,339.00199999999995,121.00099999999998,200.99900000000002
864,ANAPC13,383.999,163.0,98.0,330.999
865,ANAPC15,66.0,115.0,69.0,74.93299999999999
866,ANAPC16,629.0,402.00199999999995,480.0,355.0
867,ANAPC1P1,1.025,1.339,1.247,2.975
868,ANAPC2,479.0,129.0,224.0,57.0
869,ANAPC4,82.001,117.0,152.0,142.0
870,ANAPC5,513.0,608.0,293.0,662.0
871,ANAPC7,157.999,205.0,194.001,226.0
872,ANG,7558.4039999999995,233.15800000000002,4420.318,454.775
873,ANGEL1,292.0,61.0,122.0,45.0
874,ANGEL2,110.0,78.0,74.97300000000001,65.0
875,ANGPT1,3.0,44.0,7.0,69.0
876,ANGPT2,3.0,6.0,7.0,27.0
877,ANGPT4,0.0,7.0,0.0,11.0
878,ANGPTL1,31.0,36.0,8.0,114.0
879,ANGPTL2,9.0,21.0,85.0,60.0
880,ANGPTL3,4624.0,61.0,1888.0,191.0
881,ANGPTL4,377.0,1123.9989999999998,1083.001,798.0
882,ANGPTL5,0.0,3.0,1.0,0.0
883,ANGPTL6,44.0,20.0,250.0,16.0
884,ANGPTL7,4.0,2.0,0.0,0.0
885,ANHX,0.0,0.0,0.0,0.0
886,ANK1,17.0,173.00099999999998,4.0,41.000999999999976
887,ANK2,6.0,14.0,7.0,14.0
888,ANK3,19.0,31.0,96.0,8.0
889,ANKAR,27.0,16.0,23.000999999999998,8.0
890,ANKDD1A,3.0,7.0,8.0,14.0
891,ANKDD1B,2.0,4.0,4.0,5.0
892,ANKEF1,102.0,52.0,31.0,27.0
893,ANKFN1,1.0,2.0,0.0,1.0
894,ANKFY1,534.0,371.001,323.0,320.0
895,ANKH,431.0,172.0,194.0,60.0
896,ANKHD1,926.658,747.549,298.86300000000006,794.2629999999999
897,ANKHD1-EIF4EBP3,219.333,591.152,282.58,302.34899999999993
898,ANKIB1,159.0,286.0,151.0,194.0
899,ANKK1,5.0,2.0,6.0,0.0
900,ANKLE1,8.0,50.892,12.0,16.061999999999998
901,ANKLE2,258.0,654.0,196.0,186.0
902,ANKMY1,97.999,28.0,27.0,14.0
903,ANKMY2,91.0,112.0,46.0,73.0
904,ANKRA2,79.0,40.0,84.001,69.0
905,ANKRD1,15.0,431.0,9.0,213.0
906,ANKRD10,120.0,145.00099999999998,219.0,95.0
907,ANKRD11,830.0,827.0,1044.999,500.0010000000002
908,ANKRD12,531.0,568.0,1114.0,590.0
909,ANKRD13A,217.0,263.999,119.0,155.0
910,ANKRD13B,15.0,59.0,13.0,37.0
911,ANKRD13C,70.0,94.0,91.001,160.00099999999998
912,ANKRD13D,41.0,67.0,137.0,33.0
913,ANKRD16,32.003,50.479,23.0,21.001999999999995
914,ANKRD17,998.0229999999999,449.259,274.001,521.0010000000002
915,ANKRD18A,15.0,38.147999999999996,21.548000000000002,21.454
916,ANKRD18B,0.0,19.913999999999994,4.191,12.291999999999998
917,ANKRD18CP,1.0,2.0,0.0,1.0
918,ANKRD18DP,6.0,4.0,1.0,1.0
919,ANKRD19P,6.0,27.414,14.0,24.0
920,ANKRD2,4.0,7.0,0.0,5.0
921,ANKRD20A1,20.0,0.0,24.688,0.0
922,ANKRD20A11P,1.0,1.0,0.0,0.0
923,ANKRD20A12P,0.0,4.352,3.0,0.0
924,ANKRD20A19P,3.0,2.0,1.0,3.0
925,ANKRD20A2,11.0,2.0,70.604,1.034
926,ANKRD20A3,21.0,4.0,21.292,0.0
927,ANKRD20A4,0.0,0.0,11.405,0.0
928,ANKRD20A5P,1.054,3.783,5.038,2.0
929,ANKRD20A8P,4.626,0.0,25.869,0.0
930,ANKRD20A9P,23.087999999999997,13.043,19.116999999999997,15.343000000000002
931,ANKRD22,7.0,6.0,7.0,3.0
932,ANKRD23,46.0,31.0,21.0,15.0
933,ANKRD24,196.001,33.0,113.0,5.0
934,ANKRD26,150.00099999999998,177.0,83.001,173.0
935,ANKRD26P1,5.0,2.0,1.0,5.0
936,ANKRD26P3,4.0,0.0,3.0,0.0
937,ANKRD27,80.0,138.0,57.0,55.0
938,ANKRD28,301.0,325.0,193.001,498.0
939,ANKRD29,8.0,47.0,5.0,14.0
940,ANKRD30A,0.0,0.0,0.0,0.0
941,ANKRD30B,2.0,1.0,0.0,0.0
942,ANKRD30BL,1.0,0.0,0.0,0.0
943,ANKRD30BP2,2.0,1.0,2.0,1.0
944,ANKRD30BP3,0.0,2.0,2.0,0.0
945,ANKRD31,5.0,6.0,5.0,7.0
946,ANKRD32,39.0,93.0,27.0,93.0
947,ANKRD33,0.0,20.0,6.0,3.0
948,ANKRD33B,11.0,129.0,6.0,52.0
949,ANKRD34A,9.0,25.0,11.0,18.0
950,ANKRD34B,0.0,3.0,1.0,2.0
951,ANKRD34C,0.0,0.0,0.0,1.0
952,ANKRD35,64.0,26.0,51.0,22.0
953,ANKRD36,83.553,65.16799999999999,71.46199999999999,42.214
954,ANKRD36B,30.861,102.398,59.605999999999995,73.15500000000002
955,ANKRD36BP1,1.0,1.0,1.0,2.0
956,ANKRD36BP2,1.151,12.672,7.077,10.123000000000001
957,ANKRD36C,27.056000000000004,46.777,31.998000000000005,71.303
958,ANKRD37,18.0,22.0,99.0,35.0
959,ANKRD39,49.0,69.0,71.0,62.0
960,ANKRD40,227.0,198.86199999999997,95.50300000000004,120.04900000000009
961,ANKRD42,51.175000000000004,33.998,53.00000000000001,43.998000000000005
962,ANKRD44,40.0,39.0,71.999,21.0
963,ANKRD44-IT1,3.0,1.0,2.0,1.0
964,ANKRD45,3.0,6.0,3.0,3.0
965,ANKRD46,241.001,23.0,59.998999999999995,53.0
966,ANKRD49,37.0,27.0,49.0,62.0
967,ANKRD50,67.0,108.0,70.0,122.0
968,ANKRD52,214.0,567.0,120.0,183.0
969,ANKRD53,5.0,12.0,16.0,5.0
970,ANKRD54,83.999,75.999,132.99900000000002,33.0
971,ANKRD55,3.0,4.0,8.0,2.0
972,ANKRD6,76.0,16.0,47.0,13.0
973,ANKRD60,0.0,0.0,0.0,0.0
974,ANKRD61,2.0,5.0,2.0,5.0
975,ANKRD62,1.0,2.0,1.0,2.0
976,ANKRD62P1-PARP4P3,0.0,1.029,1.19,0.0
977,ANKRD63,0.0,8.0,0.0,3.0
978,ANKRD65,7.0,18.0,7.0,5.0
979,ANKRD66,0.0,0.0,0.0,0.0
980,ANKRD7,0.0,4.0,0.0,6.0
981,ANKRD9,117.0,153.0,59.0,30.999000000000024
982,ANKS1A,144.0,127.0,48.998999999999995,80.00099999999998
983,ANKS1B,3.0,38.0,8.0,9.0
984,ANKS3,94.0,66.0,61.0,53.0
985,ANKS4B,361.0,128.0,70.0,189.0
986,ANKS6,46.0,205.0,37.0,40.0
987,ANKUB1,0.0,1.0,0.0,2.0
988,ANKZF1,229.0,248.0,162.00099999999998,73.0
989,ANLN,113.0,730.0010000000002,29.0,967.0
990,ANO1,3070.0,157.0,56.0,86.0
991,ANO1-AS2,2.0,0.0,0.0,0.0
992,ANO10,106.0,94.0,60.0,57.0
993,ANO2,0.0,1.0,0.0,1.0
994,ANO3,11.0,2.0,13.0,5.0
995,ANO4,0.0,11.0,1.0,12.0
996,ANO5,30.0,32.0,68.0,17.0
997,ANO6,1304.999,436.0,267.999,405.0
998,ANO7,15.0,34.0,13.0,14.0
999,ANO8,118.0,165.0,130.0,55.0
1000,ANO9,3.0,104.0,10.0,15.0
1001,ANP32A,738.708,419.0,581.202,291.326
1002,ANP32A-IT1,9.0,6.0,4.0,2.0
1003,ANP32AP1,1.103,2.25,0.0,6.64
1004,ANP32B,946.0,1133.0,558.0,401.0
1005,ANP32C,4.292,2.107,1.04,12.304
1006,ANP32D,1.147,0.0,1.174,2.603
1007,ANP32E,546.0,595.0,201.0,415.001
1008,ANPEP,10489.0,2699.0,1195.0,1276.0
1009,ANTXR1,14.0,193.0,55.0,295.0
1010,ANTXR2,537.001,232.0,230.00099999999998,99.0
1011,ANTXRL,0.0,0.0,1.0,0.0
1012,ANTXRLP1,0.0,0.0,2.0,0.0
1013,ANXA1,56.0,652.0,68.0,1023.0
1014,ANXA10,192.0,42.0,140.0,46.0
1015,ANXA11,839.0,999.0,196.0,254.0
1016,ANXA13,32.0,68.0,17.0,47.0
1017,ANXA2,804.0,4081.1259999999984,380.00299999999993,5078.036000000002
1018,ANXA2P1,1.069,12.128,2.152,151.36799999999994
1019,ANXA2P3,0.0,2.023,1.02,54.472999999999985
1020,ANXA2R,4.0,23.0,11.0,6.0
1021,ANXA3,3.0,299.0,5.0,237.0
1022,ANXA4,506.0,709.0,518.0,1156.0
1023,ANXA5,345.0,1569.0,618.0,873.0
1024,ANXA6,2835.0,960.0,274.0,699.0
1025,ANXA7,947.0,651.0,438.0,650.0
1026,ANXA8,6.0,260.553,6.0,228.904
1027,ANXA8L1,3.0,177.748,5.0,75.60200000000003
1028,ANXA9,154.0,103.0,113.0,46.0
1029,AOAH,16.0,2.0,77.0,2.0
1030,AOAH-IT1,0.0,0.0,0.0,0.0
1031,AOC1,155.0,1.0,7.0,0.0
1032,AOC2,23.0,12.0,53.0,10.0
1033,AOC3,23.267000000000003,26.255000000000003,147.997,42.032
1034,AOC4P,69.328,5.635999999999999,168.24099999999999,8.105
1035,AOX1,16544.0,1835.0,2073.0,3023.0
1036,AOX2P,4.0,1.0,3.0,5.0
1037,AP000289.6,0.0,0.0,0.0,0.0
1038,AP000330.8,5.0,10.078,8.373,3.0
1039,AP000345.1,0.0,0.0,0.0,0.0
1040,AP000469.2,0.0,0.0,0.0,0.0
1041,AP000472.2,30.0,5.0,13.0,21.0
1042,AP000475.2,0.0,0.0,0.0,0.0
1043,AP000479.1,0.0,0.0,0.0,0.0
1044,AP000688.14,80.0,22.0,10.0,13.0
1045,AP000688.8,1.0,2.0,0.0,0.0
1046,AP001258.4,13.0,37.0,15.0,17.0
1047,AP003025.2,0.0,0.0,0.0,0.0
1048,AP1AR,132.0,83.0,107.0,138.0
1049,AP1B1,679.0,644.0,176.0,254.01
1050,AP1B1P1,0.0,0.0,0.0,0.0
1051,AP1G1,755.0,420.0,841.0,481.0
1052,AP1G2,81.001,268.89200000000005,247.001,66.0
1053,AP1M1,1020.0,538.0,183.0,113.0
1054,AP1M2,3.0,212.0,3.0,101.697
1055,AP1S1,326.0,206.0,81.0,110.0
1056,AP1S2,33.0,50.0,67.56700000000001,63.26799999999997
1057,AP1S3,17.0,106.0,41.001000000000005,26.0
1058,AP2A1,1097.653,848.3939999999998,279.94399999999996,239.9749999999999
1059,AP2A2,604.347,376.1410000000001,617.0550000000001,255.77300000000002
1060,AP2B1,679.001,1073.0020000000004,289.0,360.98799999999983
1061,AP2M1,1230.0,871.0,845.0,437.0
1062,AP2S1,583.0,449.0,246.0,460.0
1063,AP3B1,213.0,266.0,127.0,132.0
1064,AP3B2,1.0,14.0,2.0,5.0
1065,AP3D1,1020.0,984.9989999999998,490.0,598.0
